symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ITGB2	1532.441509	2.193258986	0.576200954	3.806413318	0.000140997	0.004401299
MGLL	12692.3649	0.988899626	0.260172142	3.800943547	0.000144146	0.004471664
SLIT3	30791.70568	0.757049587	0.199165735	3.801103572	0.000144053	0.004471664
RNASE1	3774.939412	1.967888978	0.517912539	3.799655017	0.000144898	0.004481061
ALDH9A1	4046.309596	1.281959926	0.337654943	3.796656767	0.000146661	0.004521583
SHMT1	1147.43296	1.743468628	0.459653799	3.79300385	0.000148836	0.004574527
SLC16A1	673.0102166	2.015484453	0.531683116	3.790762568	0.000150185	0.004601849
CTSS	1743.716672	1.881417911	0.497349249	3.782890823	0.000155017	0.004728152
MDH1	3282.423983	1.520546021	0.401993801	3.782511117	0.000155254	0.004728152
PAK4	1184.783139	-1.949984091	0.515966995	-3.779280669	0.000157282	0.004775351
DHCR7	899.5270693	1.905898493	0.506171429	3.765322153	0.000166334	0.005032006
CALB2	1306.697156	2.767988541	0.735300348	3.764432517	0.000166928	0.005032006
YWHAB	10520.64627	0.89220685	0.237180686	3.761717977	0.00016875	0.005032006
SFRP2	2997.781549	2.043859323	0.543332974	3.761706766	0.000168758	0.005032006
C6orf106	6983.898911	0.838559195	0.222808785	3.763582279	0.000167497	0.005032006
EBP	683.8125806	1.781504312	0.473461159	3.762725364	0.000168072	0.005032006
UHRF1BP1	2759.676112	1.226671765	0.326248429	3.759931557	0.00016996	0.005037771
TPM2	3853.900934	-1.81944869	0.483898005	-3.759983864	0.000169924	0.005037771
ARHGAP10	5327.022744	-1.049414748	0.279296257	-3.757353424	0.00017172	0.005074882
SFRP1	10017.15284	1.668827679	0.446715006	3.73577708	0.000187136	0.005514175
CLIC5	5836.642603	-1.59301049	0.426794479	-3.732500227	0.000189589	0.005569999
LETM1	4195.659369	1.09536717	0.29365073	3.730170085	0.000191351	0.005597648
PGRMC2	3352.613435	1.045497491	0.280311097	3.729775605	0.00019165	0.005597648
FNBP1	6389.642884	-1.058080753	0.283912006	-3.726791152	0.000193933	0.005647805
EBF1	8859.068598	1.194225038	0.320872515	3.721805337	0.000197803	0.005743776
ALDOA	14797.845	0.987131271	0.265850737	3.713103383	0.000204733	0.005927768
TNNC1	420.9648391	-2.809465254	0.757148573	-3.710586476	0.00020678	0.005960021
PCDH18	3245.220057	1.426953418	0.384595845	3.710267384	0.00020704	0.005960021
MVD	1308.309743	2.080124479	0.561136981	3.706981629	0.000209744	0.006020501
ANXA5	15473.39535	1.343918442	0.362957039	3.702692875	0.000213323	0.006105685
PITPNM1	1013.091161	-1.614146932	0.43615319	-3.700871546	0.00021486	0.006132111
AQPEP	661.0180979	2.740839527	0.741421657	3.696735186	0.00021839	0.006215091
ZMAT1	1323.701209	-1.73752328	0.470496069	-3.692960248	0.000221659	0.006290195
ROR1	2741.254134	-1.667312329	0.451980412	-3.688903956	0.000225222	0.006373214
LRCH4	1402.36279	-1.448842604	0.393464966	-3.682265845	0.00023117	0.006523047
ABCC9	5537.590267	1.400326246	0.380740166	3.67790523	0.000235157	0.006590277
PNMAL2	589.659156	1.902749498	0.51740313	3.677499011	0.000235532	0.006590277
DST	52262.96552	-0.995766275	0.270755327	-3.677734749	0.000235314	0.006590277
FBN2	473.6576239	-2.345246527	0.638228933	-3.674616437	0.000238207	0.006646507
SESN3	12043.05286	-1.295193861	0.352586839	-3.673403881	0.000239341	0.006659539
ZNF12	1489.291603	-1.332119354	0.362884122	-3.670922127	0.000241677	0.006705865
FAM107B	5160.438559	1.620500717	0.441936029	3.666821914	0.000245584	0.006795389
SREBF2	11560.95254	-1.068123031	0.291686782	-3.661883556	0.000250368	0.006908626
P2RY1	457.1993693	-2.691436885	0.735794654	-3.657864146	0.000254326	0.006998513
SPEG	2850.281623	-1.835751486	0.502885034	-3.650439687	0.000261792	0.007184171
TFRC	1527.143657	1.377880958	0.377849774	3.646636972	0.000265695	0.007271304
ANO6	9390.612803	1.149245835	0.315664657	3.640717481	0.000271879	0.007400007
C3	54488.95691	2.377310324	0.652931723	3.640978435	0.000271604	0.007400007
ACSF2	1173.427446	1.508406966	0.414490464	3.639183758	0.000273504	0.007423987
FNDC4	682.238388	2.477740513	0.684489088	3.619839317	0.000294786	0.007979993
BAI3	1860.785366	-2.316059331	0.641015399	-3.613110283	0.000302546	0.008167923
ATP2B4	29503.26769	0.692971261	0.19188836	3.611325161	0.000304636	0.008182295
ITSN1	5853.247058	1.314145607	0.363902548	3.611256953	0.000304717	0.008182295
BNIP3L	10574.57011	0.803339358	0.222514981	3.610270886	0.000305877	0.008191446
NT5DC3	1713.093118	-1.734629152	0.480988492	-3.606383897	0.000310494	0.008283068
SGK2	581.0657041	2.385895306	0.661646562	3.605996678	0.000310957	0.008283068
PCYOX1	9370.70119	1.088064916	0.301963856	3.603295214	0.000314208	0.008347412
AGAP11	1816.171789	-1.602009267	0.445450124	-3.596383031	0.000322673	0.008549539
ITPR3	9435.262458	-1.33971615	0.372752508	-3.594117069	0.000325493	0.008598012
FTX	1065.58535	-1.929779743	0.53701452	-3.593533638	0.000326224	0.008598012
ARHGEF17	10532.25574	-0.865806489	0.241321993	-3.587764544	0.000333525	0.008767326
COL8A1	1437.760948	-2.59467956	0.723564648	-3.585967844	0.00033583	0.008804749
ARHGAP39	1581.722456	-1.671668809	0.466259586	-3.585274936	0.000336723	0.008805049
GPNMB	6331.532252	1.326984715	0.37025557	3.583969622	0.000338411	0.008826089
RHBDF1	2342.241862	-1.414083633	0.394917551	-3.580705969	0.000342667	0.008913806
DHX32	739.2582784	1.932426618	0.540302033	3.576567366	0.000348136	0.009032537
ENPP1	1932.108593	1.505270017	0.421581415	3.570532197	0.000356257	0.009219295
MYCBP2	21263.6434	0.901351164	0.252924729	3.563713082	0.000365646	0.00941349
CYP19A1	528.5801049	2.699035548	0.757225646	3.564374187	0.000364725	0.00941349
COL5A2	5262.581856	1.345276067	0.378170731	3.55732466	0.000374651	0.009620537
DOCK5	7998.746131	-1.520796122	0.427638992	-3.556261589	0.00037617	0.009634763
CD4	1343.270612	2.15913122	0.607420575	3.554590191	0.000378569	0.009671412
TBC1D4	4556.65365	1.161385911	0.326807187	3.553734298	0.000379803	0.009678187
CPE	9927.058998	1.061045937	0.298746287	3.551662337	0.000382806	0.009705195
CPEB4	2756.13278	1.306007909	0.367700534	3.551824888	0.000382569	0.009705195
PMEPA1	5171.201731	1.282719001	0.361436932	3.548942814	0.000386781	0.009781155
ATP6V0E1	1171.641775	1.537183024	0.433884324	3.542840655	0.000395842	0.009959858
LINC01239	504.7994089	2.138096331	0.603494339	3.542860623	0.000395812	0.009959858
C17orf103	1850.838256	1.612459433	0.455504204	3.53994413	0.000400212	0.01004451
BCAM	11590.61289	-0.90872858	0.256856381	-3.537885938	0.000403344	0.010097759
DENND2A	2396.015111	-1.22771601	0.347793667	-3.530012551	0.00041554	0.010377072
PCCB	1172.480305	1.387950907	0.393774875	3.524732007	0.000423911	0.010559729
CARHSP1	2166.797006	-1.305239107	0.370513925	-3.522780164	0.000427045	0.010611335
IL1R1	5176.165356	1.628021339	0.462605756	3.519241424	0.000432783	0.010727211
SEMA6D	1792.500257	-1.486860942	0.423101292	-3.514196175	0.000441087	0.010905984
DTX1	1765.458897	1.814788986	0.517750122	3.505144485	0.00045636	0.011255742
HSPA8	21795.78643	0.646747192	0.184999286	3.495944268	0.000472387	0.011622358
KLHL31	1095.533455	2.562509653	0.734863374	3.487055885	0.000488369	0.011986046
ADIPOR2	6275.121289	1.370192076	0.39321816	3.484559502	0.000492948	0.012039257
SLC38A10	6016.16287	0.98697172	0.283238708	3.484593353	0.000492885	0.012039257
AKR1C3	1890.078504	1.860680245	0.53460702	3.480463549	0.000500547	0.012195032
DTX2P1-UPK3BP1-PMS2P11	467.7006426	-2.131634055	0.61333883	-3.475459161	0.00050998	0.012394615
CXCL12	10083.13049	1.077333637	0.310507032	3.469594976	0.000521244	0.012587596
HSPB6	1934.082848	1.847241628	0.532257442	3.470579242	0.000519337	0.012587596
ABTB1	1533.893613	-1.325915145	0.382178625	-3.469359762	0.0005217	0.012587596
ABHD15	1544.843062	1.613227745	0.466217936	3.460243851	0.000539686	0.012990187
SLC25A1	2753.759148	1.913902661	0.553378983	3.458574902	0.000543041	0.013039517
FRA10AC1	531.2126477	-2.175136669	0.629409294	-3.455838181	0.000548585	0.013141034
EMX2OS	2788.819161	1.601294086	0.464255182	3.449167932	0.000562317	0.013423434
PLEKHA4	8483.963808	-1.260721718	0.365552597	-3.448810724	0.000563061	0.013423434
TRIB2	5405.380832	-1.392352627	0.403927093	-3.447039459	0.000566766	0.01347958
ENO1	8540.339272	0.861149266	0.249952058	3.44525776	0.000570515	0.013524643
SPG7	2597.94046	-1.200424919	0.348469051	-3.444853751	0.000571368	0.013524643
NET1	8246.270492	-0.85128761	0.247207905	-3.443609979	0.000574003	0.013536174
FOXD1	4723.574877	-1.961559893	0.56966696	-3.443345029	0.000574566	0.013536174
ITGB1	35259.55169	1.050353179	0.305261426	3.440831659	0.000579929	0.013630383
PDE1A	3066.943463	-1.592420409	0.462966217	-3.43960391	0.000582566	0.013660218
NFIB	17096.65128	0.702454076	0.204316396	3.438070026	0.000585876	0.013705661
GYPC	2922.802044	1.265247708	0.368416153	3.434289448	0.000594109	0.013865792
NTRK2	21058.79303	0.890990186	0.259626413	3.431816413	0.000599553	0.013960228
PKP2	1400.602265	-1.822464779	0.531672923	-3.427793104	0.000608509	0.01412371
NTN4	2822.050465	-1.207803638	0.352396991	-3.427394867	0.000609402	0.01412371
APC2	1532.283356	-2.159058445	0.63117879	-3.420676485	0.000624656	0.014443722
NUPR1	1765.144995	1.296411635	0.379440924	3.416636306	0.000633999	0.014625907
PPARGC1B	888.7041109	1.949347034	0.571142407	3.413066531	0.000642363	0.0147847
JAG1	16834.06441	-0.842427514	0.246923337	-3.411696611	0.000645599	0.014825036
MMP2	15373.24563	1.369928247	0.401977173	3.407975222	0.000654468	0.014994231
SLC22A17	1548.336254	-1.592246645	0.46823283	-3.400544651	0.000672518	0.015372488
RAP1GAP	570.6317081	-2.184763648	0.64462265	-3.389213281	0.000700935	0.015985472
THBS1	42414.6072	-1.38924376	0.409992283	-3.388463196	0.000702855	0.015992744
AACS	1681.142715	1.924780954	0.568432449	3.386120825	0.000708882	0.016093225
PRDM16	2203.322311	-1.866003633	0.551201456	-3.38533872	0.000710905	0.016102556
SF3B1	12999.00212	-0.642517811	0.189945552	-3.382642054	0.000717921	0.016224698
SNTB2	6473.378803	1.052463772	0.311261892	3.381280521	0.000721488	0.016231865
CCDC51	421.421246	-1.963131633	0.580526219	-3.381641638	0.000720541	0.016231865
MAP7D1	8292.719743	1.018412752	0.301341981	3.379591355	0.000725937	0.016295241
H3F3B	11369.81351	-0.945347392	0.279797448	-3.378684828	0.000728335	0.016312408
CYP1B1	5275.792054	-1.26488081	0.374454231	-3.377931678	0.000730332	0.016320556
ISYNA1	1982.490199	-1.734067292	0.514866947	-3.367991096	0.00075718	0.016882757
LRIG3	2959.030315	-0.968752998	0.288246017	-3.36085476	0.000777017	0.017286459
FOS	2721.503976	1.870364716	0.557376825	3.355655694	0.000791771	0.017575551
ZBTB7C	2023.126496	-1.531947965	0.456828436	-3.353442655	0.00079813	0.017677418
LRRC4C	650.3134769	-2.330432222	0.695546422	-3.350505658	0.000806642	0.017826423
RTN4	10987.51071	0.88419431	0.264269985	3.345799224	0.000820458	0.018091729
GSE1	5132.241049	1.069959692	0.320347519	3.339996813	0.000837794	0.018352455
COL1A1	35737.06494	0.866657988	0.259434013	3.340571957	0.00083606	0.018352455
TNIP1	8122.53198	1.296280279	0.38807217	3.34030724	0.000836858	0.018352455
REV3L	5205.58629	0.959649706	0.287440424	3.338603853	0.000842005	0.018404361
TCEA3	3295.579766	-1.104517034	0.33096027	-3.337310048	0.000845935	0.018409689
SYNE2	29513.09972	-0.811417333	0.243116307	-3.337568525	0.000845149	0.018409689
ELMOD3	1249.803596	1.935904528	0.580567793	3.334502107	0.000854523	0.018556143
MPEG1	1819.594128	2.150063802	0.645171273	3.332547328	0.000860548	0.018646458
INHBA	553.6070357	-2.513135572	0.754549717	-3.330642787	0.000866457	0.018733853
ARHGEF28	3261.145506	-1.169246886	0.35117964	-3.329483691	0.000870072	0.018771372
ALAS1	1924.583006	1.480145251	0.444759392	3.327968512	0.000874818	0.018833087
CCDC57	1111.985967	-1.550800122	0.466233652	-3.326229487	0.000880294	0.018910234
IRX6	389.2756132	2.584749915	0.777787958	3.323206395	0.00088989	0.019075356
SIGLEC1	989.0976	2.036427706	0.613702703	3.318264198	0.000905788	0.019374546
CARD6	1805.309928	1.084341673	0.327068538	3.315334701	0.000915335	0.019536917
MICAL2	6407.6164	-1.135760167	0.343039359	-3.310874209	0.00093005	0.019808678
CD163	2388.050624	1.929539373	0.583306613	3.307933309	0.000939872	0.019975277
HK1	4156.608231	1.07010447	0.323705846	3.305792844	0.000947081	0.020043199
AFAP1L1	4255.867092	-1.069380477	0.323438201	-3.306289958	0.000945402	0.020043199
CLASP2	4519.992663	-1.03029385	0.311776081	-3.304595553	0.000951135	0.020086453
ALDH3A2	5595.872673	1.037453086	0.314737876	3.296244793	0.000979866	0.020649538
NR2F2	29316.66074	-0.817533579	0.248134476	-3.294719825	0.000985199	0.020718207
ADM	3192.431248	1.21604534	0.369351516	3.292379444	0.000993435	0.020803816
MAP2K3	1108.765073	1.615359023	0.490621989	3.292471722	0.000993109	0.020803816
TOX	517.1422494	-1.778396558	0.540618705	-3.28955795	0.001003449	0.020969563
ITGB1BP1	1970.9436	1.536441568	0.467827219	3.284207302	0.001022697	0.021327175
PSMD8	3161.071662	1.324468131	0.40398692	3.27849261	0.001043631	0.021718395
TMOD1	1965.39018	-1.513806367	0.461852611	-3.277682815	0.001046629	0.02173551
PLEKHB1	950.6811253	-2.346030084	0.716593923	-3.273862658	0.001060882	0.021952665
NCKAP1L	864.8561498	1.587079712	0.484796494	3.273702951	0.001061481	0.021952665
RHOQ	6079.073312	1.262074396	0.385780676	3.27148163	0.001069855	0.022080135
JAM3	6442.867344	-1.228292167	0.375628547	-3.269964906	0.001075608	0.022153095
OAZ1	11155.3249	0.843548577	0.258142472	3.267763607	0.001084009	0.02223442
ARF4	3883.594099	0.975165032	0.298366667	3.268344424	0.001081786	0.02223442
TARBP1	1043.437072	-1.500723042	0.459551187	-3.265627603	0.001092218	0.022356893
PPP1R1B	1841.670699	1.325753185	0.406264389	3.263276877	0.001101319	0.02249708
SQSTM1	15458.13736	0.923782744	0.283199691	3.26194828	0.001106493	0.022556656
KDM4C	1723.402929	-1.59010108	0.487765819	-3.259968245	0.001114247	0.022668456
NOV	3235.86021	-1.723329578	0.530811984	-3.24659132	0.00116796	0.023712906
CREG1	3081.039407	1.206383143	0.371768066	3.244988623	0.001174553	0.023798401
SORBS2	5868.911201	-1.617599656	0.498698288	-3.243643893	0.001180112	0.023862626
MICALL2	1878.392561	-1.623127331	0.500810757	-3.240999333	0.001191115	0.024036453
EHD2	15791.39097	0.76982843	0.237617055	3.239786089	0.001196194	0.024090286
PEA15	10764.36048	0.733248622	0.226386397	3.238925266	0.00119981	0.024114493
AKT2	4738.108676	0.969241882	0.299461525	3.236615723	0.001209562	0.024255415
NHS	3215.629283	-1.354767063	0.418639733	-3.236116772	0.001211678	0.024255415
ERBB2	7383.679891	-1.436024497	0.444470314	-3.230867062	0.001234153	0.024644076
MAOB	2952.932747	1.316256295	0.407455042	3.230433201	0.001236028	0.024644076
EN1	415.1039764	2.439651071	0.755857195	3.227661372	0.001248066	0.024785156
PROS1	8975.079977	-1.213359513	0.375875292	-3.228090646	0.001246195	0.024785156
HYAL1	660.3396072	-1.893542996	0.587284086	-3.22423686	0.001263089	0.025033718
STARD9	9237.770035	-0.909218009	0.282224585	-3.22161164	0.001274718	0.025214173
ALDH1L1	996.1518411	1.790093085	0.556214195	3.21835203	0.001289295	0.025452105
FZD3	530.9862955	-2.34162575	0.727817041	-3.217327457	0.001293908	0.0254928
ITPRIPL2	5579.474048	0.975605685	0.303485637	3.214668395	0.001305953	0.025679456
SIN3B	3402.13575	-0.895066576	0.279290423	-3.204787933	0.00135162	0.026525216
ZNF827	643.6871881	1.817113916	0.567673982	3.200981502	0.001369603	0.026825425
FAM102A	4931.880623	-0.970404004	0.303427758	-3.19813853	0.001383178	0.027038291
AMZ2	1514.211872	1.242371297	0.388781571	3.195550898	0.001395642	0.027228641
LRP4	1306.234118	-1.301540081	0.407385871	-3.194858177	0.001398996	0.027240873
NMT1	4884.833352	0.895343703	0.280477633	3.192210706	0.001411883	0.027385047
COL1A2	50808.9573	0.818350544	0.256323918	3.192642151	0.001409775	0.027385047
CD82	1314.638331	-1.398239568	0.438595489	-3.187993496	0.001432638	0.027733754
STARD13	11505.66499	-1.039481011	0.326155806	-3.187068856	0.001437226	0.027768754
PUF60	3605.077199	-0.903537355	0.283875919	-3.182860174	0.00145828	0.02812116
SEPP1	5368.18976	1.143356674	0.359383583	3.181438241	0.001465458	0.028205118
GIMAP6	4711.144408	0.867628979	0.272778968	3.180703357	0.00146918	0.02822238
AQP1	45210.18834	-0.808597925	0.254397676	-3.178480003	0.001480494	0.02836711
MAMDC4	563.0990554	-1.72085269	0.541470754	-3.178108285	0.001482394	0.02836711
PRCP	2555.228037	0.889602582	0.280092493	3.176102915	0.00149268	0.028509329
ANK3	5316.135071	-1.479669257	0.466110376	-3.174504005	0.001500928	0.02861216
ZNF664	7915.574834	0.896473027	0.282824039	3.169720045	0.001525859	0.029032006
TMEM135	2181.825159	1.732263316	0.546831632	3.167818419	0.001535874	0.029167009
MSRB2	362.7737113	-2.123960247	0.670811896	-3.166253103	0.001544164	0.029268788
PPP1R12B	26326.84567	-1.041937316	0.329228555	-3.164784162	0.00155198	0.029361234
APCDD1	2147.422566	1.157450686	0.365910372	3.163208193	0.001560407	0.029409255
MEOX2	6477.566629	-0.981306709	0.310178177	-3.163687136	0.001557842	0.029409255
FMNL1	1382.722774	1.350600686	0.427078747	3.162416055	0.001564658	0.029433847
SH3PXD2A	34474.39295	-1.058953879	0.334964255	-3.161393679	0.001570161	0.029481844
CLUH	2776.314974	1.421180752	0.449837876	3.159317676	0.00158139	0.029636972
NSF	1429.544979	1.471737788	0.465942031	3.15862852	0.001585134	0.029651505
HLA-DQB1	2350.62355	1.525965459	0.483573466	3.155602133	0.001601672	0.029904859
PDLIM7	3184.837167	-1.239995781	0.393305694	-3.15275319	0.001617385	0.030141899
RGS5	27609.85577	-1.309070919	0.416719584	-3.141371249	0.001681587	0.031221887
MLLT4	13089.70703	-1.031142632	0.328222934	-3.14159227	0.001680319	0.031221887
MALAT1	281516.6871	-0.807589557	0.257267893	-3.139099664	0.001694678	0.031348405
GBE1	4228.165243	1.236820015	0.393972505	3.139356172	0.001693195	0.031348405
ZNF493	537.7585155	-2.027677478	0.646313158	-3.137298774	0.001705123	0.031425223
PALM2	563.6140774	1.881835909	0.599824209	3.137312368	0.001705044	0.031425223
MYO15B	4083.469334	-1.436216361	0.457876136	-3.136691886	0.001708656	0.031432345
APLP2	22470.55242	0.736399637	0.235169752	3.131353551	0.001740025	0.031910678
SLC4A1	1168.539019	2.2185255	0.708526709	3.131181185	0.001741047	0.031910678
SPATA13	4970.92584	-1.313157921	0.420127284	-3.125619237	0.001774311	0.032342326
KAT7	3460.071246	-0.920364806	0.294422541	-3.125999811	0.001772017	0.032342326
SLC25A37	804.7831039	2.049508044	0.655646914	3.125932572	0.001772422	0.032342326
SNX3	2854.426851	1.029083593	0.329304663	3.125019806	0.001777931	0.032349274
SUB1	3612.390025	1.134889824	0.36339655	3.123006597	0.001790137	0.032512149
ACOT2	611.9496958	1.967641987	0.630205596	3.122222334	0.001794913	0.032539726
CCDC92	3203.03873	1.037403508	0.332331098	3.121596244	0.001798734	0.032549924
N4BP2L2	4729.464922	-0.936308752	0.300225008	-3.118690069	0.001816569	0.032813221
SNN	2347.511592	1.270402882	0.407462931	3.117836705	0.001821837	0.032848973
ARHGDIB	1941.824606	1.599971028	0.513407174	3.116378404	0.001830872	0.032905999
ATP9A	10547.8214	1.102230017	0.353702499	3.116263017	0.001831588	0.032905999
PHLDA1	1366.94145	-1.77350434	0.569586962	-3.113667373	0.001847777	0.033137238
ZNF185	875.6542891	-1.502058551	0.482514713	-3.11297979	0.001852087	0.033155013
CLU	44354.84387	0.909929128	0.292381885	3.112125534	0.001857455	0.033191624
SLC2A5	365.7213565	2.143435427	0.689408126	3.109095101	0.001876613	0.033440847
MARCH8	3278.905112	1.032989078	0.332349163	3.108144067	0.001882663	0.033440847
CFD	12725.25919	2.149799115	0.691570082	3.108577383	0.001879904	0.033440847
SLC24A3	2171.268433	1.294428111	0.416648673	3.10676163	0.001891489	0.033440847
SLC1A1	448.6075341	-1.88714698	0.607425259	-3.106797013	0.001891262	0.033440847
DCAF12	3906.282006	1.444069546	0.464729885	3.107330931	0.001887849	0.033440847
RXRA	5798.56682	0.839752705	0.270476634	3.104714411	0.001904628	0.03361366
UAP1	1863.071828	1.567365625	0.505353657	3.101522274	0.001925284	0.033858557
CECR1	891.1793301	1.646744037	0.530893259	3.101836405	0.001923242	0.033858557
CCDC142	455.1369133	-1.949961241	0.628836974	-3.100901062	0.001929327	0.033870038
POLR2E	2483.339488	1.328801679	0.428947713	3.097817376	0.001949515	0.033985528
UQCRFS1	1097.353748	1.467812946	0.473792452	3.098008293	0.00194826	0.033985528
PPP1R12C	5809.963944	-0.930641069	0.300311152	-3.098922776	0.001942256	0.033985528
ACSL4	3064.34376	1.197296965	0.386391568	3.098662249	0.001943965	0.033985528
SLC35B4	1048.004827	1.47544857	0.476647461	3.095471374	0.001965003	0.034195852
LOXL2	1896.114304	1.243455089	0.401931287	3.093700664	0.001976768	0.034340761
FBLN1	11311.88353	2.091789282	0.677349228	3.088199109	0.002013735	0.034922221
HNRNPA2B1	6206.36641	-0.737462061	0.238897495	-3.08693928	0.002022289	0.035009783
VEGFB	5546.98342	1.054416317	0.341761293	3.085242061	0.002033866	0.035149278
ZCCHC14	3600.596978	-0.953698132	0.309171356	-3.084691102	0.002037637	0.03515363
TUBB4B	4261.451177	0.896519697	0.290803176	3.082908895	0.002049879	0.035303864
NAV1	6126.722311	1.151503127	0.374048127	3.078489216	0.002080531	0.035770086
NKTR	7214.94352	-1.145338712	0.37236635	-3.075838378	0.002099116	0.03602761
MPZL1	4137.442608	1.016406477	0.330757057	3.072969891	0.002119399	0.036313334
