"Term","padj","comparison","cell_type","gene_set","enrich_type","neg_log10_padj"
"cellular response to vitamin E",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"bone morphogenesis",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"cellular response to amino acid stimulus",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"cellular response to acid chemical",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"response to hormone",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"response to amino acid",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"cartilage development",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"bone development",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"response to acid chemical",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"intracellular signal transduction",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"skeletal system morphogenesis",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"sensory perception of sound",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"cellular response to transforming growth factor beta stimulus",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"response to transforming growth factor beta",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"tissue homeostasis",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"anatomical structure homeostasis",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"embryo development",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"sensory perception of mechanical stimulus",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"extracellular matrix organization",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"external encapsulating structure organization",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"extracellular structure organization",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"negative regulation of cell adhesion",0.0203607420424349,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.69120639828703
"signal transduction",0.0207046676202692,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.6839317369965
"connective tissue development",0.0207046676202692,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.6839317369965
"skin development",0.0207046676202692,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.6839317369965
"response to steroid hormone",0.0207046676202692,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.6839317369965
"cell adhesion",0.0207046676202692,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.6839317369965
"protein localization to nucleus",0.0207046676202692,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.6839317369965
"cell-substrate adhesion",0.0207046676202692,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.6839317369965
"signaling",0.0213909989195448,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.66976893421685
"cell communication",0.0213909989195448,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.66976893421685
"response to endogenous stimulus",0.0213909989195448,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.66976893421685
"small GTPase-mediated signal transduction",0.0237511489766757,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.62431537626394
"intracellular signaling cassette",0.0278979454125745,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.55442777983887
"response to peptide hormone",0.0284218879120858,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.54634707762004
"homeostatic process",0.028932332464816,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.53861655301757
"response to oxygen-containing compound",0.028932332464816,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.53861655301757
"cellular response to stimulus",0.0301792737196588,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.52029121596334
"skeletal system development",0.0306432755688292,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.51366481327463
"cellular response to growth factor stimulus",0.0405401876961299,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.39211424490782
"response to growth factor",0.0423967183434549,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.37266775804136
"blood vessel development",0.042778691221967,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.36877250643519
"supramolecular fiber organization",0.0431927752415443,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.36458889057239
"head development",0.0441529316893166,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.35504045461819
"regulation of cell adhesion",0.0441529316893166,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.35504045461819
"vasculature development",0.0441690380790481,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.35488205877897
"chordate embryonic development",0.0448685687057708,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.34805778411302
"cytokine production",0.0448685687057708,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.34805778411302
"embryo development ending in birth or egg hatching",0.0448685687057708,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.34805778411302
"negative regulation of biological process",0.0465439066080319,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.33213716752313
"protein localization to organelle",0.0475832587209994,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.32254581879128
"anatomical structure morphogenesis",0.0483765641887154,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.3153649794398
"response to stimulus",0.0485681327607487,"HFDvsSD","majorSC","Overlap_All3","richR_GO",1.31364859299168
"regulation of cell motility",9.7848116758888e-05,"HFDvsSD","aggSC","Overlap_MS","richR_GO",4.00944752860684
"regulation of locomotion",9.7848116758888e-05,"HFDvsSD","aggSC","Overlap_MS","richR_GO",4.00944752860684
"locomotion",0.000247664440200744,"HFDvsSD","aggSC","Overlap_MS","richR_GO",3.60613634518336
"regulation of cell migration",0.000335787881753972,"HFDvsSD","aggSC","Overlap_MS","richR_GO",3.47393498116505
"cell adhesion",0.000437806516196138,"HFDvsSD","aggSC","Overlap_MS","richR_GO",3.35871777879603
"response to progesterone",0.000879713168157886,"HFDvsSD","aggSC","Overlap_MS","richR_GO",3.05565890715903
"regulation of response to stimulus",0.000879713168157886,"HFDvsSD","aggSC","Overlap_MS","richR_GO",3.05565890715903
"anatomical structure morphogenesis",0.00119618924139215,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.92220010798062
"response to steroid hormone",0.00144737601205705,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.83941862938689
"cell motility",0.00167334159167701,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.77641539422151
"animal organ development",0.00349971709402179,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.45596706121289
"cell migration",0.00355340102177399,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.44935577711083
"response to endogenous stimulus",0.00355340102177399,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.44935577711083
"regulation of response to external stimulus",0.00355340102177399,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.44935577711083
"system development",0.00409680591349814,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.38755461029469
"positive regulation of cellular process",0.00581947606622596,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.23511611359574
"response to hyperoxia",0.00691012605825361,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.16051402991892
"regulation of signal transduction",0.00691012605825361,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.16051402991892
"intracellular signaling cassette",0.00716020040514784,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.14507482215697
"anatomical structure development",0.00725259810553915,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.13950638780539
"regulation of cellular process",0.00743943659649091,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.12845995320412
"extracellular matrix organization",0.00755621117900095,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.12169591303274
"external encapsulating structure organization",0.00755621117900095,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.12169591303274
"extracellular structure organization",0.00755621117900095,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.12169591303274
"positive regulation of biological process",0.0077423618113373,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.11112653735758
"neurogenesis",0.00812552816761732,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.09014839984735
"positive regulation of signaling",0.00812552816761732,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.09014839984735
"enzyme-linked receptor protein signaling pathway",0.00812552816761732,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.09014839984735
"cell differentiation",0.00825013308455456,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.08353904570202
"cellular developmental process",0.00825013308455456,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.08353904570202
"nervous system development",0.00825013308455456,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.08353904570202
"response to stress",0.00825013308455456,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.08353904570202
"regulation of biological process",0.00825013308455456,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.08353904570202
"regulation of developmental process",0.00835932281015933,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.07782890338912
"response to increased oxygen levels",0.00836619050182057,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.0774722505673
"multicellular organism development",0.00846759972310837,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.07223967995754
"response to external stimulus",0.00846759972310837,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.07223967995754
"response to calcium ion",0.00940186129822157,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.02678616006771
"developmental process",0.00982529059551756,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.00765459594863
"tissue development",0.00982529059551756,"HFDvsSD","aggSC","Overlap_MS","richR_GO",2.00765459594863
"neuron differentiation",0.0104662522202354,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.98020880365554
"positive regulation of signal transduction",0.0105024746065347,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.97870835984997
"biological regulation",0.0105024746065347,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.97870835984997
"cellular response to growth factor stimulus",0.0105024746065347,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.97870835984997
"regulation of immune system process",0.0114539115680237,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.9410461742581
"response to growth factor",0.0114539115680237,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.9410461742581
"response to oxygen levels",0.0114539115680237,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.9410461742581
"generation of neurons",0.0114539115680237,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.9410461742581
"regulation of signaling",0.0114539115680237,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.9410461742581
"regulation of cell differentiation",0.0114539115680237,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.9410461742581
"regulation of cell communication",0.0114539115680237,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.9410461742581
"blood vessel development",0.0115417568349647,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.93772807977138
"regulation of cell adhesion",0.0135089626880991,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.8693779978418
"vasculature development",0.0136935341649436,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.86348445031386
"anatomical structure formation involved in morphogenesis",0.0138273618074709,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.85926067323506
"response to abiotic stimulus",0.0147577708449283,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.83097923755766
"positive regulation of response to stimulus",0.0155290277539096,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.80885573386125
"signaling",0.0155290277539096,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.80885573386125
"negative regulation of endothelial cell proliferation",0.0155290277539096,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.80885573386125
"cellular response to oxygen levels",0.0155290277539096,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.80885573386125
"cell communication",0.0156900597571231,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.80437540235702
"positive regulation of multicellular organismal process",0.016248204655494,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.78919461937972
"regulation of multicellular organismal process",0.0174130845407519,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.75912429146894
"regulation of cell-cell adhesion",0.0175988102184313,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.75451669201744
"negative regulation of exit from mitosis",0.0177702010387589,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.75030765888408
"cellular response to vitamin E",0.0177702010387589,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.75030765888408
"regulation of anatomical structure morphogenesis",0.0187839480799566,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.72621312084877
"cell-cell adhesion",0.021053274673218,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.67668034344357
"potassium ion transport",0.021053274673218,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.67668034344357
"positive regulation of cell communication",0.0211361334472214,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.6749744577155
"positive regulation of epithelial to mesenchymal transition",0.0211361334472214,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.6749744577155
"regulation of neuron differentiation",0.0211361334472214,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.6749744577155
"signal transduction",0.0231163834532003,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.63608011009475
"positive regulation of cell differentiation",0.0232330751916034,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.63389330202273
"angiogenesis",0.0232330751916034,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.63389330202273
"negative regulation of BMP signaling pathway",0.0232330751916034,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.63389330202273
"mesenchymal cell differentiation",0.0232330751916034,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.63389330202273
"positive regulation of developmental process",0.0232330751916034,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.63389330202273
"response to wounding",0.0232330751916034,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.63389330202273
"response to mechanical stimulus",0.0232330751916034,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.63389330202273
"response to hormone",0.0246485378830683,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.6082088373664
"positive regulation of cell migration",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"response to ketone",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"positive regulation of cell population proliferation",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"cell surface receptor signaling pathway",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"collagen biosynthetic process",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"cellular response to transforming growth factor beta stimulus",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"regulation of multicellular organismal development",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"developmental growth involved in morphogenesis",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"muscle cell proliferation",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"negative regulation of developmental process",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"positive regulation of cell motility",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"response to transforming growth factor beta",0.0252075229817604,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5984698281913
"maintenance of protein location",0.0253072904713379,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.59675435015339
"positive regulation of apoptotic process",0.0257718695664083,"HFDvsSD","aggSC","Overlap_MS","richR_GO",1.5888540753209
