"","Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade",296,21,0.0709459459459459,2.21986441516392,3.8436592931443,0.000580753935766105,0.00714924377748704,"CD36, IGF1, ANGPT1, DUSP4, DDR2, MAP2K1, P2RY1, GPNMB, CD4, TNIP1, INHBA, ITGB1BP1, ERBB2, FBLN1, VEGFB, ACTA2, YWHAZ, NPNT, PDE8B, DAB2, LMO3"
"GO:0060100","GO:0060100","positive regulation of phagocytosis, engulfment",13,4,0.307692307692308,9.62754383719442,5.65394126733862,0.000586626379302361,0.00719463935583865,"CD36, ANO6, C3, NCKAP1L"
"GO:1905155","GO:1905155","positive regulation of membrane invagination",13,4,0.307692307692308,9.62754383719442,5.65394126733862,0.000586626379302361,0.00719463935583865,"CD36, ANO6, C3, NCKAP1L"
"GO:0010746","GO:0010746","regulation of long-chain fatty acid import across plasma membrane",6,3,0.5,15.6447587354409,6.5188264107078,0.000604403508334691,0.00734055899433723,"ACSL1, THBS1, AKT2"
"GO:0010891","GO:0010891","negative regulation of triglyceride storage",6,3,0.5,15.6447587354409,6.5188264107078,0.000604403508334691,0.00734055899433723,"PPARG, PNPLA2, OSBPL8"
"GO:0031581","GO:0031581","hemidesmosome assembly",6,3,0.5,15.6447587354409,6.5188264107078,0.000604403508334691,0.00734055899433723,"PLEC, ITGB4, DST"
"GO:0071211","GO:0071211","protein targeting to vacuole involved in autophagy",6,3,0.5,15.6447587354409,6.5188264107078,0.000604403508334691,0.00734055899433723,"HSPA8, SQSTM1, CLU"
"GO:1902988","GO:1902988","neurofibrillary tangle assembly",6,3,0.5,15.6447587354409,6.5188264107078,0.000604403508334691,0.00734055899433723,"MAPT, HSP90AA1, CLU"
"GO:0006605","GO:0006605","protein targeting",339,23,0.0678466076696165,2.12288761601853,3.79078077556279,0.000605211590331782,0.00734055899433723,"DMTN, NCOA4, CHP1, YWHAG, MAN1A1, HSP90AA1, PEX19, ITGB2, YWHAB, SREBF2, BNIP3L, HSPA8, ITGB1BP1, SQSTM1, MICALL2, AKT2, ERBB2, ANK3, CLU, SLC1A1, FZD5, LRRK2, YWHAZ"
"GO:0002040","GO:0002040","sprouting angiogenesis",197,16,0.0812182741116751,2.54128060677213,3.95133564396051,0.000612328256136583,0.0074000332365431,"ANGPT1, ANXA1, SRPX2, PLK2, HMOX1, TJP1, JAK1, ITGB1, THBS1, RTN4, ITGB1BP1, STARD13, MEOX2, LOXL2, VEGFB, MMRN1"
"GO:0015749","GO:0015749","monosaccharide transmembrane transport",124,12,0.0967741935483871,3.02801781976276,4.11681634296206,0.000624397095021598,0.00749049046960336,"IGF1, GPC3, ACACB, SLC23A2, C3, ENPP1, RHOQ, PEA15, AKT2, SLC2A5, SLC5A3, OSBPL8"
"GO:0045446","GO:0045446","endothelial cell differentiation",124,12,0.0967741935483871,3.02801781976276,4.11681634296206,0.000624397095021598,0.00749049046960336,"FZD4, FZD1, GPX1, FZD2, FASN, TJP1, FSTL1, TJP2, JAG1, NR2F2, S1PR1, ARHGEF26"
"GO:0032411","GO:0032411","positive regulation of transporter activity",75,9,0.12,3.75474209650582,4.34331804782884,0.000628603584355071,0.00749996957710597,"ASPH, DMD, CHP1, CTSS, SGK2, ANK3, RXRA, NR1H3, ACTN4"
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process",75,9,0.12,3.75474209650582,4.34331804782884,0.000628603584355071,0.00749996957710597,"AKR1C1, CD36, MAPT, ITGB2, AKR1C3, THBS1, CYP1B1, SLC5A3, GRB2"
"GO:0010565","GO:0010565","regulation of ketone metabolic process",142,13,0.0915492957746479,2.86453328958778,4.05230877214998,0.000640768977131567,0.00763129201336075,"PPARG, PDK4, DKK3, ELOVL5, ACACB, INSIG1, LPGAT1, AKR1C3, ADM, AKT2, FMO2, NR1H3, DAB2"
"GO:1990778","GO:1990778","protein localization to cell periphery",362,24,0.0662983425414365,2.07444314724079,3.7506011831734,0.000644555765830018,0.00766253479017418,"AR, LAMA5, EPB41L3, PALM, GPC6, EPB41, LRP1, PTCH1, P2RY1, ATP2B4, ITGB1, PKP2, CLASP2, ITGB1BP1, RHOQ, SQSTM1, EHD2, AKT2, ERBB2, ANK3, NSF, SLC4A1, SLC1A1, DAB2"
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process",258,19,0.0736434108527132,2.3042667904913,3.83281976278705,0.000666990499171478,0.00790071839486215,"IGF1, LYVE1, COL6A1, GPC1, GNS, PFKFB3, ALDOC, MAN1A1, GPD1, BCL2L13, ALDOA, ENO1, PDE1A, NUPR1, HK1, HYAL1, SLC4A1, LDHA, PDE8B"
"GO:0016125","GO:0016125","sterol metabolic process",161,14,0.0869565217391304,2.72082760616364,3.98437034702832,0.000675057244000024,0.00798092751696827,"ACAA2, TSKU, LIPE, CAT, INSIG1, ACLY, DHCR24, VLDLR, DHCR7, EBP, MVD, SREBF2, CYP19A1, CYP1B1"
"GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway",47,7,0.148936170212766,4.66014089991858,4.56491201486806,0.000681023146437826,0.00802364658754834,"GPC3, FZD2, DACT1, SFRP1, PLEKHA4, FZD3, DAB2"
"GO:0010888","GO:0010888","negative regulation of lipid storage",23,5,0.217391304347826,6.8020690154091,5.05888531619326,0.000683951400312316,0.00802459423668652,"PPARG, PNPLA2, NFKBIA, OSBPL8, NR1H3"
"GO:0033238","GO:0033238","regulation of amine metabolic process",23,5,0.217391304347826,6.8020690154091,5.05888531619326,0.000683951400312316,0.00802459423668652,"ALDH2, ITGB2, ATP2B4, MAOB, NR4A2"
"GO:0050770","GO:0050770","regulation of axonogenesis",143,13,0.0909090909090909,2.84450158826199,4.02297101507675,0.000684758876559038,0.00802459423668652,"PAK3, PLXNB1, MAPT, SEMA3G, THY1, MAP2K1, SEMA6D, CXCL12, NTRK2, LRRC4C, RTN4, LRP4, L1CAM"
"GO:0071230","GO:0071230","cellular response to amino acid stimulus",92,10,0.108695652173913,3.40103450770455,4.19468690735276,0.000706585101754925,0.00826566515125743,"COL3A1, SIX1, COL6A1, SESN3, COL5A2, CPEB4, NTRK2, MMP2, COL1A1, COL1A2"
"GO:0019216","GO:0019216","regulation of lipid metabolic process",343,23,0.0670553935860058,2.09813090912619,3.72941528431114,0.000710514120788905,0.00829689007006335,"IDH1, PPARG, ASAH1, PDK4, PNPLA2, DKK3, ORMDL3, CHP1, ELOVL5, ACACB, INSIG1, LPGAT1, ADRA2A, CCDC3, SREBF2, C3, AKR1C3, ADM, AKT2, FMO2, NR1H3, PDE8B, DAB2"
"GO:0009166","GO:0009166","nucleotide catabolic process",162,14,0.0864197530864197,2.70403237402683,3.957823225926,0.000717774520390131,0.0083668371527246,"IGF1, COL6A1, PFKFB3, ALDOC, GPD1, BCL2L13, ALDOA, ENO1, PDE1A, NUPR1, HK1, SLC4A1, LDHA, PDE8B"
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion",126,12,0.0952380952380952,2.97995404484589,4.05174883258827,0.000720718375221225,0.00838630957457065,"CCDC80, CD36, ITGA6, FBLN2, THY1, SFRP1, COL8A1, DOCK5, ITGB1BP1, FBLN1, NPNT, DAB2"
"GO:0044248","GO:0044248","cellular catabolic process",323,22,0.0681114551083591,2.13117456458019,3.72593567691752,0.000749255142228923,0.00868766613859099,"GPC1, ACAA2, FAH, GPT2, LGMN, AMT, ACACB, ECHDC1, ECHS1, ACOX1, EHHADH, SHMT1, SLC16A1, ATP2B4, PCCB, AKT2, HYAL1, ALDH1L1, ANXA2, CARNS1, HADHA, HNMT"
"GO:0062197","GO:0062197","cellular response to chemical stress",323,22,0.0681114551083591,2.13117456458019,3.72593567691752,0.000749255142228923,0.00868766613859099,"CD36, VKORC1L1, PLEC, DDR2, NQO1, MAPT, GPX1, CAT, AIFM2, BNIP3, FUT8, LETM1, ABCC9, NET1, PPARGC1B, MMP2, CYP1B1, FOS, AQP1, SLC1A1, LRRK2, NR4A2"
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway",163,14,0.0858895705521472,2.68744321835795,3.93147630190428,0.000762756446450856,0.00879774773437012,"PALM, RGS6, NMT2, BICD1, STMN1, MGLL, SLIT3, YWHAB, C3, ATP2B4, ADM, NMT1, RGS5, LRRK2"
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels",163,14,0.0858895705521472,2.68744321835795,3.93147630190428,0.000762756446450856,0.00879774773437012,"PPARG, DDR2, ACAA2, BNIP3, HILPDA, SFRP1, BNIP3L, CPEB4, ENO1, FOS, RTN4, INHBA, AQP1, MALAT1"
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process",261,19,0.0727969348659004,2.27778096531324,3.77706016255755,0.000766742295485937,0.00881285298092562,"IGF1, COL6A1, PFKFB3, ALDOC, GPD1, NME4, BCL2L13, ALDOA, ABCC9, ENPP1, HSPA8, ENO1, NUPR1, HK1, RHOQ, SLC4A1, LRRK2, LDHA, IMPDH1"
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process",261,19,0.0727969348659004,2.27778096531324,3.77706016255755,0.000766742295485937,0.00881285298092562,"IGF1, COL6A1, PFKFB3, ALDOC, GPD1, NME4, BCL2L13, ALDOA, ABCC9, ENPP1, HSPA8, ENO1, NUPR1, HK1, RHOQ, SLC4A1, LRRK2, LDHA, IMPDH1"
"GO:0030099","GO:0030099","myeloid cell differentiation",455,28,0.0615384615384615,1.92550876743888,3.63117471068119,0.000768911259307149,0.00882238598222454,"DMTN, PPARG, CDKN2B, GPC3, C1QC, FBN1, SLC1A5, FASN, ALAS2, B2M, STAT5A, NFKBIA, SFRP1, TFRC, CD4, PPARGC1B, JAG1, PRDM16, FOS, INHBA, ALAS1, NCKAP1L, SH3PXD2A, SLC4A1, ANXA2, IRF8, STAT1, PDE1B"
"GO:0031214","GO:0031214","biomineral tissue development",182,15,0.0824175824175824,2.57880638496279,3.88882759922453,0.000770941709011698,0.00883029929661051,"IGF1, DDR2, GPC3, COL6A1, SGMS2, FBN2, ANO6, ENPP1, COL1A1, ITGB1BP1, COL1A2, SLC24A3, RXRA, ANKH, S1PR1"
"GO:0061383","GO:0061383","trabecula morphogenesis",48,7,0.145833333333333,4.56305463117027,4.49097207508935,0.000775649578819979,0.00886879883004928,"SOS1, SFRP1, FBN2, PPARGC1B, MMP2, COL1A1, S1PR1"
"GO:0043588","GO:0043588","skin development",324,22,0.0679012345679012,2.12459686530679,3.71009973130603,0.000780412514542982,0.00889812625992669,"COL3A1, ASAH1, PLEC, LAMA5, ANXA1, SOS1, COL6A1, ITGA6, ITGB4, DHCR24, FLNB, STMN1, MAP2K1, COL5A2, AKR1C3, JAG1, COL1A1, INHBA, FZD3, LRP4, COL1A2, APCDD1"
"GO:0007611","GO:0007611","learning or memory",282,20,0.0709219858156028,2.21911471424694,3.74793808385525,0.000780916638056123,0.00889812625992669,"PRKAR2B, SERPINF1, ACSS2, PLK2, MAPT, LGMN, B2M, SYT11, VLDLR, ITPR3, ITGB1, NTRK2, FOS, ARF4, PPP1R1B, EN1, SLC1A1, ITGA8, PDE8B, PDE1B"
"GO:0048144","GO:0048144","fibroblast proliferation",110,11,0.1,3.12895174708819,4.06891268022556,0.000790771098722972,0.00899485052882469,"COL3A1, IGF1, CD248, DDR2, FTH1, GPX1, SFRP1, ABCC9, NUPR1, AQP1, FBLN1"
"GO:0042541","GO:0042541","hemoglobin biosynthetic process",14,4,0.285714285714286,8.93986213453767,5.39984106043534,0.000800614497692619,0.0090754682991456,"ALAS2, INHBA, ALAS1, SLC25A37"
"GO:2000095","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway",14,4,0.285714285714286,8.93986213453767,5.39984106043534,0.000800614497692619,0.0090754682991456,"GPC3, DACT1, PLEKHA4, DAB2"
"GO:0001649","GO:0001649","osteoblast differentiation",262,19,0.0725190839694656,2.26908714483494,3.75864263131669,0.000802725945629171,0.00908376817510948,"IGF1, PPARG, DDR2, COL6A1, FZD1, CAT, FASN, BMP3, PTCH1, SFRP2, SFRP1, FBN2, JAG1, COL1A1, IL6ST, TNC, IGFBP3, NPNT, MRC2"
"GO:0016054","GO:0016054","organic acid catabolic process",242,18,0.0743801652892562,2.32731948130526,3.77605240708361,0.000815516754987896,0.00919690641840802,"ACAA2, FAH, GPT2, AMT, ACACB, ECHDC1, ECHS1, ACOX1, EHHADH, SHMT1, SLC16A1, ATP2B4, PCCB, AKT2, ALDH1L1, CARNS1, HADHA, HNMT"
"GO:0046395","GO:0046395","carboxylic acid catabolic process",242,18,0.0743801652892562,2.32731948130526,3.77605240708361,0.000815516754987896,0.00919690641840802,"ACAA2, FAH, GPT2, AMT, ACACB, ECHDC1, ECHS1, ACOX1, EHHADH, SHMT1, SLC16A1, ATP2B4, PCCB, AKT2, ALDH1L1, CARNS1, HADHA, HNMT"
"GO:0021954","GO:0021954","central nervous system neuron development",94,10,0.106382978723404,3.32867207137041,4.11246964934823,0.000837038874785161,0.00941054958783007,"PLXNA4, TSKU, MAPT, UBB, DCLK1, MYCBP2, NFIB, NTRK2, ARHGEF28, NR4A2"
"GO:0019226","GO:0019226","transmission of nerve impulse",78,9,0.115384615384615,3.61032893894791,4.1974678468871,0.000838747738848505,0.00941054958783007,"PLEC, COL6A1, MYH14, NTRK2, JAM3, ANK3, HCN1, SCN4B, S1PR1"
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration",78,9,0.115384615384615,3.61032893894791,4.1974678468871,0.000838747738848505,0.00941054958783007,"ANGPT1, ANXA1, SRPX2, PLK2, HMOX1, GAB1, STAT5A, THBS1, MAP2K3"
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus",165,14,0.0848484848484849,2.65486814904452,3.87937139536543,0.000859895500498668,0.0096314145685106,"DDR2, SOS1, GPC1, FGFRL1, SFRP1, ITGB1, NTRK2, THBS1, COL1A1, ITGB1BP1, ERBB2, HYAL1, POSTN, GRB2"
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process",184,15,0.0815217391304348,2.55077588077841,3.84092116276303,0.000862592432433769,0.00964521860782479,"IGF1, COL6A1, PFKFB3, ALDOC, GPD1, BCL2L13, ALDOA, ENPP1, ENO1, PDE1A, NUPR1, HK1, SLC4A1, LDHA, PDE8B"
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation",414,26,0.0628019323671498,1.96504216000707,3.60763614167379,0.000872885633856783,0.00974377082132334,"CD36, IGF1, THBS4, ANGPT1, DDR2, FBN1, GHR, ADRA2A, GFRA1, MAP2K1, SFRP2, P2RY1, TFRC, C3, GPNMB, CD4, NTRK2, THBS1, MAP2K3, ITGB1BP1, ERBB2, LRP4, VEGFB, LRRK2, TNKS1BP1, DAB2"
"GO:0030850","GO:0030850","prostate gland development",49,7,0.142857142857143,4.46993106726884,4.41903782677705,0.000880369333965539,0.00979410884036662,"AR, SERPINF1, PTCH1, SFRP1, CYP19A1, MMP2, TNC"
"GO:1902003","GO:1902003","regulation of amyloid-beta formation",49,7,0.142857142857143,4.46993106726884,4.41903782677705,0.000880369333965539,0.00979410884036662,"IGF1, SPON1, RTN3, NTRK2, RTN4, CLU, CSNK1E"
"GO:0003158","GO:0003158","endothelium development",147,13,0.0884353741496599,2.76710018449976,3.90810514013524,0.000887027954633379,0.00983495977982397,"FZD4, FZD1, GPX1, FZD2, FASN, TJP1, FSTL1, TJP2, JAG1, NR2F2, STARD13, S1PR1, ARHGEF26"
"GO:0045598","GO:0045598","regulation of fat cell differentiation",147,13,0.0884353741496599,2.76710018449976,3.90810514013524,0.000887027954633379,0.00983495977982397,"PPARG, LPL, SIX1, INSIG1, SOX13, CCDC3, SFRP2, SFRP1, ENPP1, TRIB2, JAG1, ZBTB7C, LMO3"
"GO:0006084","GO:0006084","acetyl-CoA metabolic process",36,6,0.166666666666667,5.21491957848031,4.59937605282351,0.000893829367460544,0.00987711445317977,"PDK4, ACSS2, ACACA, ACACB, ACLY, MVD"
"GO:0010765","GO:0010765","positive regulation of sodium ion transport",36,6,0.166666666666667,5.21491957848031,4.59937605282351,0.000893829367460544,0.00987711445317977,"DMD, CHP1, PKP2, ANK3, SCN4B, ACTN4"
"GO:0032963","GO:0032963","collagen metabolic process",112,11,0.0982142857142857,3.07307760874733,3.99819538054932,0.000919262475608532,0.0101241850574545,"DDR2, COL6A1, CTSB, SERPINH1, CTSS, ITGB1, MMP2, COL1A1, INHBA, COL1A2, MRC2"
"GO:1904659","GO:1904659","D-glucose transmembrane transport",112,11,0.0982142857142857,3.07307760874733,3.99819538054932,0.000919262475608532,0.0101241850574545,"IGF1, GPC3, ACACB, C3, ENPP1, RHOQ, PEA15, AKT2, SLC2A5, SLC5A3, OSBPL8"
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",329,22,0.0668693009118541,2.09230815914712,3.63176796682639,0.000953599646038997,0.0104848201482685,"PPARG, CDKN2B, GPC3, FBN1, FZD1, CHRDL1, DKK3, FSTL1, LRP1, HTRA1, SFRP2, SFRP1, FBN2, PMEPA1, FOXD1, THBS1, PRDM16, INHBA, ITGA8, NPNT, BCL9L, DAB2"
"GO:0007044","GO:0007044","cell-substrate junction assembly",96,10,0.104166666666667,3.25932473655019,4.03244014905521,0.000986657471957928,0.0107942294191278,"DMTN, PLEC, ITGA6, THY1, ITGB4, SFRP1, DST, THBS1, CLASP2, ITGB1BP1"
"GO:0031670","GO:0031670","cellular response to nutrient",50,7,0.14,4.38053244592346,4.34901114250142,0.000995921925452205,0.0108775154245908,"CDKN2B, LPL, SFRP1, COL1A1, RXRA, POSTN, TNC"
"GO:0034614","GO:0034614","cellular response to reactive oxygen species",149,13,0.087248322147651,2.72995790014406,3.8521070341984,0.0010056087896837,0.0109645622116289,"CD36, DDR2, NQO1, MAPT, CAT, BNIP3, NET1, PPARGC1B, MMP2, CYP1B1, FOS, AQP1, LRRK2"
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds",352,23,0.0653409090909091,2.0444855165633,3.59434042113565,0.00100722139964098,0.0109645622116289,"IDH1, PPP1R1A, IGF1, ACO1, PLEC, PYGL, COL6A1, CAT, AIFM2, CS, BNIP3, BCL2L13, GYS1, MDH1, ABCC9, ENPP1, NUPR1, PRDM16, AKT2, TMEM135, GBE1, UQCRFS1, IL6ST"
"GO:0043200","GO:0043200","response to amino acid",131,12,0.0916030534351145,2.86621534084414,3.89455345869072,0.0010171479379584,0.0110101702238365,"COL3A1, SIX1, COL6A1, NQO1, SESN3, COL5A2, CPEB4, NTRK2, MMP2, COL1A1, COL1A2, HCN1"
"GO:0018008","GO:0018008","N-terminal peptidyl-glycine N-myristoylation",2,2,1,31.2895174708819,7.7834604589953,0.0010197697899393,0.0110101702238365,"NMT2, NMT1"
"GO:0160020","GO:0160020","positive regulation of ferroptosis",2,2,1,31.2895174708819,7.7834604589953,0.0010197697899393,0.0110101702238365,"TMEM164, DHCR7"
"GO:1905395","GO:1905395","response to flavonoid",2,2,1,31.2895174708819,7.7834604589953,0.0010197697899393,0.0110101702238365,"NQO1, IP6K2"
"GO:2001295","GO:2001295","malonyl-CoA biosynthetic process",2,2,1,31.2895174708819,7.7834604589953,0.0010197697899393,0.0110101702238365,"ACACA, ACACB"
"GO:0035994","GO:0035994","response to muscle stretch",25,5,0.2,6.25790349417637,4.77984446308343,0.00102440777358692,0.0110129447104342,"DDR2, DMD, GSN, NFKBIA, FOS"
"GO:0042953","GO:0042953","lipoprotein transport",25,5,0.2,6.25790349417637,4.77984446308343,0.00102440777358692,0.0110129447104342,"CD36, PPARG, PREB, MSR1, LRP1"
"GO:0048592","GO:0048592","eye morphogenesis",168,14,0.0833333333333333,2.60745978924015,3.80264427007552,0.00102504328993261,0.0110129447104342,"EFEMP1, FBN1, TSKU, THY1, COL8A2, FBN2, COL8A1, COL5A2, NTRK2, JAG1, AQP1, SLC1A1, FZD5, HCN1"
"GO:0021960","GO:0021960","anterior commissure morphogenesis",7,3,0.428571428571429,13.4097932018065,5.96673411587598,0.00103259658223028,0.0110760278348024,"PLXNA4, TSKU, NFIB"
"GO:0045176","GO:0045176","apical protein localization",15,4,0.266666666666667,8.3438713255685,5.16994880037244,0.00106431035578665,0.0113606936842963,"INSC, JAM3, ARF4, HCN1"
"GO:0060099","GO:0060099","regulation of phagocytosis, engulfment",15,4,0.266666666666667,8.3438713255685,5.16994880037244,0.00106431035578665,0.0113606936842963,"CD36, ANO6, C3, NCKAP1L"
"GO:1905153","GO:1905153","regulation of membrane invagination",15,4,0.266666666666667,8.3438713255685,5.16994880037244,0.00106431035578665,0.0113606936842963,"CD36, ANO6, C3, NCKAP1L"
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis",97,10,0.103092783505155,3.22572345060638,3.9932116730573,0.00106929232056313,0.01138133313422,"ANXA1, SRPX2, PLK2, HMOX1, ITGB1, THBS1, ITGB1BP1, STARD13, MEOX2, MMRN1"
"GO:0014074","GO:0014074","response to purine-containing compound",150,13,0.0866666666666667,2.71175818080976,3.82445327035669,0.00106970015336808,0.01138133313422,"DMTN, ASPH, GPD1, ABCC9, P2RY1, ENPP1, CYP1B1, FOS, COL1A1, AQP1, HCN1, GUCD1, STAT1"
"GO:0044272","GO:0044272","sulfur compound biosynthetic process",169,14,0.0828402366863905,2.59203103309081,3.77743912600047,0.0010856960002018,0.0115143218314478,"ACSL1, PDK4, ACSS2, MTHFD1, FASN, ACACA, ELOVL5, ACACB, ACLY, DSEL, SLC1A1, ACSL4, PAPSS2, XYLT1"
"GO:1990138","GO:1990138","neuron projection extension",169,14,0.0828402366863905,2.59203103309081,3.77743912600047,0.0010856960002018,0.0115143218314478,"PLXNA4, MAPT, SEMA3G, DCLK1, SLC23A2, SLIT3, SEMA6D, CXCL12, ITGB1, RTN4, CLASP2, L1CAM, POSTN, AUTS2"
"GO:0001763","GO:0001763","morphogenesis of a branching structure",208,16,0.0769230769230769,2.4068859592986,3.70721745430387,0.00109590230350451,0.011585252922762,"AR, LAMA5, GPC3, SIX1, PTCH1, SFRP2, SFRP1, FOXD1, NTN4, RTN4, ADM, FZD5, TNC, LRRK2, NPNT, GRB2"
"GO:0090049","GO:0090049","regulation of cell migration involved in sprouting angiogenesis",81,9,0.111111111111111,3.47661305232021,4.05863778728224,0.00110274086942336,0.0116388643686254,"ANXA1, SRPX2, PLK2, HMOX1, THBS1, ITGB1BP1, STARD13, MEOX2, MMRN1"
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process",229,17,0.074235807860262,2.3228026070087,3.65944838483681,0.00115017702665206,0.0121201054360487,"SCD, PDK4, PTGDS, ACSS2, LPL, FASN, ACACA, ELOVL5, ACACB, GPX4, INSIG1, LPGAT1, ACLY, DSEL, MGLL, AKR1C3, NR1H3"
"GO:0051336","GO:0051336","regulation of hydrolase activity",334,22,0.0658682634730539,2.06098618071677,3.55481251420752,0.00115898887009184,0.0121934515949279,"SERPINF1, DOCK11, PLXNB1, ITGA6, RGS6, CHP1, SERPINH1, THY1, ARHGEF10, LRP1, STMN1, SFRP1, NET1, ITGB1, NTRK2, APC2, RAP1GAP, ITGB1BP1, LRRK2, RASGRP2, NR1H3, ANGPTL4"
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration",133,12,0.0902255639097744,2.82311435827506,3.83374529873807,0.00116116210489136,0.0121968319343134,"SPARC, ANGPT1, ANXA1, SRPX2, PLK2, HMOX1, GAB1, LGMN, STAT5A, THBS1, MAP2K3, ITGB1BP1"
"GO:0008207","GO:0008207","C21-steroid hormone metabolic process",38,6,0.157894736842105,4.94045012698135,4.41793325425284,0.00120024322896702,0.0125672526327135,"AKR1C1, AKR1C2, DKK3, AKR1C3, ADM, DAB2"
"GO:0010742","GO:0010742","macrophage derived foam cell differentiation",38,6,0.157894736842105,4.94045012698135,4.41793325425284,0.00120024322896702,0.0125672526327135,"CD36, PPARG, LPL, MSR1, NFKBIA, NR1H3"
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation",210,16,0.0761904761904762,2.38396323587671,3.66450276206841,0.0012118192810603,0.012668320293751,"DMTN, DMD, PTPN13, CHP1, YWHAG, THY1, SFRP2, SFRP1, ENPP1, KLHL31, TRIB2, NR2F2, ITGB1BP1, FBLN1, IGFBP3, DNAJC10"
"GO:0018958","GO:0018958","phenol-containing compound metabolic process",116,11,0.0948275862068965,2.96710941534225,3.86138783051364,0.00122828238861969,0.0127861476814933,"MAOA, ALDH2, FAH, CTSB, NPR1, ITGB2, MAOB, SLC1A1, NR4A2, MOXD1, PDE1B"
"GO:0044872","GO:0044872","lipoprotein localization",26,5,0.192307692307692,6.01721489824651,4.65148998323779,0.0012353251912848,0.012832573674766,"CD36, PPARG, PREB, MSR1, LRP1"
"GO:0042572","GO:0042572","retinol metabolic process",52,7,0.134615384615385,4.21205042877256,4.21432082174516,0.00126261309179136,0.0130747953184558,"RETSAT, PNPLA2, LIPE, ADH1B, DGAT1, AKR1C3, CYP1B1"
"GO:1903747","GO:1903747","regulation of establishment of protein localization to mitochondrion",52,7,0.134615384615385,4.21205042877256,4.21432082174516,0.00126261309179136,0.0130747953184558,"MAPT, SREBF2, BNIP3L, MICALL2, NMT1, FZD5, LRRK2"
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus",211,16,0.0758293838862559,2.37266483191521,3.64332794770666,0.00127355728500991,0.0131674227301025,"AR, ANXA1, SERPINF1, NCOA4, SFRP1, PGRMC2, PMEPA1, HSPA8, AKR1C3, PPARGC1B, CYP1B1, KDM4C, AQP1, RXRA, DAB2, LMO3"
"GO:0006695","GO:0006695","cholesterol biosynthetic process",67,8,0.119402985074627,3.73606178756798,4.07643600259606,0.00128886636130669,0.0132632403993217,"ACAA2, INSIG1, ACLY, DHCR24, DHCR7, EBP, MVD, SREBF2"
"GO:0015909","GO:0015909","long-chain fatty acid transport",67,8,0.119402985074627,3.73606178756798,4.07643600259606,0.00128886636130669,0.0132632403993217,"ACSL1, CD36, PPARG, PLIN2, ANXA1, FABP4, THBS1, AKT2"
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process",67,8,0.119402985074627,3.73606178756798,4.07643600259606,0.00128886636130669,0.0132632403993217,"ACAA2, INSIG1, ACLY, DHCR24, DHCR7, EBP, MVD, SREBF2"
"GO:0046323","GO:0046323","D-glucose import",83,9,0.108433734939759,3.39283924383056,3.96967902260536,0.0013133674636673,0.0134732680930107,"IGF1, GPC3, ACACB, ENPP1, RHOQ, PEA15, AKT2, SLC2A5, OSBPL8"
"GO:0060538","GO:0060538","skeletal muscle organ development",192,15,0.078125,2.44449355241265,3.65541742046948,0.00132702616696892,0.0135922151409912,"PLEC, DMD, SIX1, COL6A1, GPC1, GPX1, MYH14, FGFRL1, FLNB, ABCC9, NUPR1, FOS, NR2F2, MEOX2, BCL9L"
"GO:0006721","GO:0006721","terpenoid metabolic process",100,10,0.1,3.12895174708819,3.8785188436997,0.00135175827574672,0.0137928860302473,"AKR1C1, RETSAT, PNPLA2, LIPE, ADH1B, LRP1, DGAT1, AKR1C3, CYP1B1, ALDH3A2"
"GO:0051262","GO:0051262","protein tetramerization",100,10,0.1,3.12895174708819,3.8785188436997,0.00135175827574672,0.0137928860302473,"COL6A1, ME1, ACACA, B2M, ACACB, ALDH9A1, SHMT1, ALDOA, ITPR3, HCN1"
"GO:0072659","GO:0072659","protein localization to plasma membrane",295,20,0.0677966101694915,2.12132321836487,3.52709824885368,0.00135290075547218,0.0137928860302473,"AR, LAMA5, EPB41L3, PALM, LRP1, PTCH1, P2RY1, ATP2B4, ITGB1, PKP2, CLASP2, ITGB1BP1, RHOQ, SQSTM1, EHD2, AKT2, ANK3, NSF, SLC4A1, DAB2"
