"Pathway","Mouse_majorSC","Mouse_aggSC","Human_JCI_SC","Human_JCI_Bulk","n_datasets"
"Ras protein signal transduction",0,0,0,1,1
"regulation of muscle adaptation",0,0,0,1,1
"positive regulation of monoatomic ion transport",0,0,0,1,1
"keratinocyte differentiation",0,0,0,1,1
"activation of membrane attack complex",0,0,0,1,1
"renal system process involved in regulation of blood volume",0,0,0,1,1
"negative regulation of receptor internalization",0,0,0,1,1
"dendritic cell cytokine production",0,0,0,1,1
"regulation of dendritic cell cytokine production",0,0,0,1,1
"sphingosine-1-phosphate receptor signaling pathway",0,0,0,1,1
"translational termination",0,0,0,1,1
"regulation of skeletal muscle cell proliferation",0,0,0,1,1
"gap junction assembly",0,0,0,1,1
"intracellular monoatomic anion homeostasis",0,0,0,1,1
"regulation of heat generation",0,0,0,1,1
"regulation of prostaglandin secretion",0,0,0,1,1
"regulation of immature T cell proliferation",0,0,0,1,1
"vitamin D metabolic process",0,0,0,1,1
"mast cell migration",0,0,0,1,1
"spontaneous synaptic transmission",0,0,0,1,1
"regulation of trophoblast cell migration",0,0,0,1,1
"regulation of complement activation",0,0,0,1,1
"positive regulation of hormone metabolic process",0,0,0,1,1
"negative regulation of amide metabolic process",0,0,0,1,1
"protein refolding",0,0,0,1,1
"positive regulation of striated muscle tissue development",0,0,0,1,1
"positive regulation of muscle organ development",0,0,0,1,1
"3'-UTR-mediated mRNA stabilization",0,0,0,1,1
"positive regulation of muscle tissue development",0,0,0,1,1
"regulation of establishment of protein localization to mitochondrion",0,0,0,1,1
"positive regulation of fatty acid transport",0,0,0,1,1
"response to interferon-alpha",0,0,0,1,1
"viral process",0,0,0,1,1
"positive regulation of muscle contraction",0,0,0,1,1
"intracellular calcium ion homeostasis",0,0,0,1,1
"regulation of TORC1 signaling",0,0,0,1,1
"ovarian follicle development",0,0,0,1,1
"negative regulation of viral process",0,0,0,1,1
"chemokine-mediated signaling pathway",0,0,0,1,1
"response to testosterone",0,0,0,1,1
"plasma lipoprotein particle clearance",0,0,0,1,1
"regulatory T cell differentiation",0,0,0,1,1
"establishment of spindle orientation",0,0,0,1,1
"dopaminergic neuron differentiation",0,0,0,1,1
"proteoglycan biosynthetic process",0,0,0,1,1
"animal organ regeneration",0,0,0,1,1
"canonical inflammasome complex assembly",0,0,0,1,1
"cellular response to alcohol",0,0,0,1,1
"regulation of TOR signaling",0,0,0,1,1
"endoderm development",0,0,0,1,1
"regulation of DNA biosynthetic process",0,0,0,1,1
